STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407994563 GHz,
TABLE,Region InterpoladorSL,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],8.055924,
call count,3,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,22073540000
CPU_CLK_UNHALTED_CORE,FIXC1,30258570000
CPU_CLK_UNHALTED_REF,FIXC2,27209500000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,75492830
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,4283958000
TABLE,Region InterpoladorSL,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],8.0559,
Runtime unhalted [s],8.8787,
Clock [MHz],3789.8911,
CPI,1.3708,
DP MFLOP/s,2136.4805,
AVX DP MFLOP/s,2127.1094,
Packed MUOPS/s,531.7774,
Scalar MUOPS/s,9.3711,
Vectorization ratio,98.2683,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407994563 GHz,
TABLE,Region InterpoladorNewton,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.022195,
call count,3,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,24590040
CPU_CLK_UNHALTED_CORE,FIXC1,28017630
CPU_CLK_UNHALTED_REF,FIXC2,25178590
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,27786
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,4709349
TABLE,Region InterpoladorNewton,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0222,
Runtime unhalted [s],0.0082,
Clock [MHz],3792.2668,
CPI,1.1394,
DP MFLOP/s,849.9786,
AVX DP MFLOP/s,848.7267,
Packed MUOPS/s,212.1817,
Scalar MUOPS/s,1.2519,
Vectorization ratio,99.4134,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407994563 GHz,
TABLE,Region MinimosQuadrados,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.808206,
call count,3,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5649734000
CPU_CLK_UNHALTED_CORE,FIXC1,3055344000
CPU_CLK_UNHALTED_REF,FIXC2,2746741000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,1293868000
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region MinimosQuadrados,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.8082,
Runtime unhalted [s],0.8965,
Clock [MHz],3790.8910,
CPI,0.5408,
DP MFLOP/s,1600.9136,
AVX DP MFLOP/s,0,
Packed MUOPS/s,0,
Scalar MUOPS/s,1600.9136,
Vectorization ratio,0,
