STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407999092 GHz,
TABLE,Region InterpoladorSL,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],0.001231,
call count,4,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,10803440
CPU_CLK_UNHALTED_CORE,FIXC1,4081632
CPU_CLK_UNHALTED_REF,FIXC2,3670274
L2_LINES_IN_ALL,PMC0,284169
L2_TRANS_L2_WB,PMC1,129050
TABLE,Region InterpoladorSL,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],0.0012,
Runtime unhalted [s],0.0012,
Clock [MHz],3789.9618,
CPI,0.3778,
L3 load bandwidth [MBytes/s],14778.5439,
L3 load data volume [GBytes],0.0182,
L3 evict bandwidth [MBytes/s],6711.3974,
L3 evict data volume [GBytes],0.0083,
L3 bandwidth [MBytes/s],21489.9413,
L3 data volume [GBytes],0.0264,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407999092 GHz,
TABLE,Region InterpoladorNewton,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],0.000190,
call count,4,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,215819
CPU_CLK_UNHALTED_CORE,FIXC1,337702
CPU_CLK_UNHALTED_REF,FIXC2,302744
L2_LINES_IN_ALL,PMC0,11369
L2_TRANS_L2_WB,PMC1,1667
TABLE,Region InterpoladorNewton,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],0.0002,
Runtime unhalted [s],0.0001,
Clock [MHz],3801.5224,
CPI,1.5647,
L3 load bandwidth [MBytes/s],3835.2543,
L3 load data volume [GBytes],0.0007,
L3 evict bandwidth [MBytes/s],562.3510,
L3 evict data volume [GBytes],0.0001,
L3 bandwidth [MBytes/s],4397.6053,
L3 data volume [GBytes],0.0008,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407999092 GHz,
TABLE,Region MinimosQuadrados,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],0.003607,
call count,4,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,23910380
CPU_CLK_UNHALTED_CORE,FIXC1,13455470
CPU_CLK_UNHALTED_REF,FIXC2,12097410
L2_LINES_IN_ALL,PMC0,30440
L2_TRANS_L2_WB,PMC1,4640
TABLE,Region MinimosQuadrados,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],0.0036,
Runtime unhalted [s],0.0039,
Clock [MHz],3790.5824,
CPI,0.5627,
L3 load bandwidth [MBytes/s],540.0856,
L3 load data volume [GBytes],0.0019,
L3 evict bandwidth [MBytes/s],82.3258,
L3 evict data volume [GBytes],0.0003,
L3 bandwidth [MBytes/s],622.4114,
L3 data volume [GBytes],0.0022,
