STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.40799284 GHz,
TABLE,Region InterpoladorSL,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],127.494000,
call count,5,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,290299000000
CPU_CLK_UNHALTED_CORE,FIXC1,480748800000
CPU_CLK_UNHALTED_REF,FIXC2,432269500000
L2_LINES_IN_ALL,PMC0,15297940000
L2_TRANS_L2_WB,PMC1,15029190000
TABLE,Region InterpoladorSL,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],127.4940,
Runtime unhalted [s],141.0651,
Clock [MHz],3790.2014,
CPI,1.6560,
L3 load bandwidth [MBytes/s],7679.3273,
L3 load data volume [GBytes],979.0682,
L3 evict bandwidth [MBytes/s],7544.4190,
L3 evict data volume [GBytes],961.8682,
L3 bandwidth [MBytes/s],15223.7464,
L3 data volume [GBytes],1940.9363,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.40799284 GHz,
TABLE,Region InterpoladorNewton,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],0.129611,
call count,5,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,160582300
CPU_CLK_UNHALTED_CORE,FIXC1,170248700
CPU_CLK_UNHALTED_REF,FIXC2,153087100
L2_LINES_IN_ALL,PMC0,5094273
L2_TRANS_L2_WB,PMC1,657103
TABLE,Region InterpoladorNewton,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],0.1296,
Runtime unhalted [s],0.0500,
Clock [MHz],3790.0408,
CPI,1.0602,
L3 load bandwidth [MBytes/s],2515.4846,
L3 load data volume [GBytes],0.3260,
L3 evict bandwidth [MBytes/s],324.4688,
L3 evict data volume [GBytes],0.0421,
L3 bandwidth [MBytes/s],2839.9534,
L3 data volume [GBytes],0.3681,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.40799284 GHz,
TABLE,Region MinimosQuadrados,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],5.527967,
call count,5,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,39934490000
CPU_CLK_UNHALTED_CORE,FIXC1,20894050000
CPU_CLK_UNHALTED_REF,FIXC2,18784580000
L2_LINES_IN_ALL,PMC0,12143270
L2_TRANS_L2_WB,PMC1,11114400
TABLE,Region MinimosQuadrados,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],5.5280,
Runtime unhalted [s],6.1309,
Clock [MHz],3790.7035,
CPI,0.5232,
L3 load bandwidth [MBytes/s],140.5886,
L3 load data volume [GBytes],0.7772,
L3 evict bandwidth [MBytes/s],128.6769,
L3 evict data volume [GBytes],0.7113,
L3 bandwidth [MBytes/s],269.2655,
L3 data volume [GBytes],1.4885,
