STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407984197 GHz,
TABLE,Region InterpoladorSL,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.351411,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,1890536000
CPU_CLK_UNHALTED_CORE,FIXC1,1298134000
CPU_CLK_UNHALTED_REF,FIXC2,1167315000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,12580150
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,356079600
TABLE,Region InterpoladorSL,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.3514,
Runtime unhalted [s],0.3809,
Clock [MHz],3789.9112,
CPI,0.6866,
DP MFLOP/s,4088.9402,
AVX DP MFLOP/s,4053.1412,
Packed MUOPS/s,1013.2853,
Scalar MUOPS/s,35.7990,
Vectorization ratio,96.5876,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407984197 GHz,
TABLE,Region InterpoladorNewton,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.004326,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,4220959
CPU_CLK_UNHALTED_CORE,FIXC1,5202041
CPU_CLK_UNHALTED_REF,FIXC2,4674782
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,9308
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,783342
TABLE,Region InterpoladorNewton,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0043,
Runtime unhalted [s],0.0015,
Clock [MHz],3792.3637,
CPI,1.2324,
DP MFLOP/s,726.3884,
AVX DP MFLOP/s,724.2370,
Packed MUOPS/s,181.0593,
Scalar MUOPS/s,2.1514,
Vectorization ratio,98.8257,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407984197 GHz,
TABLE,Region MinimosQuadrados,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.131182,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,899033800
CPU_CLK_UNHALTED_CORE,FIXC1,494622600
CPU_CLK_UNHALTED_REF,FIXC2,444714600
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,202636200
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region MinimosQuadrados,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.1312,
Runtime unhalted [s],0.1451,
Clock [MHz],3790.4445,
CPI,0.5502,
DP MFLOP/s,1544.6904,
AVX DP MFLOP/s,0,
Packed MUOPS/s,0,
Scalar MUOPS/s,1544.6904,
Vectorization ratio,0,
