STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407994259 GHz,
TABLE,Region InterpoladorSL,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],94.827230,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,210695800000
CPU_CLK_UNHALTED_CORE,FIXC1,357565800000
CPU_CLK_UNHALTED_REF,FIXC2,321496000000
L2_TRANS_ALL_REQUESTS,PMC0,73330430000
L2_RQSTS_MISS,PMC1,14279860000
TABLE,Region InterpoladorSL,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],94.8272,
Runtime unhalted [s],104.9197,
Clock [MHz],3790.3495,
CPI,1.6971,
L2 request rate,0.3480,
L2 miss rate,0.0678,
L2 miss ratio,0.1947,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407994259 GHz,
TABLE,Region InterpoladorNewton,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.074898,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,95207140
CPU_CLK_UNHALTED_CORE,FIXC1,98343590
CPU_CLK_UNHALTED_REF,FIXC2,88431070
L2_TRANS_ALL_REQUESTS,PMC0,19328780
L2_RQSTS_MISS,PMC1,3969792
TABLE,Region InterpoladorNewton,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0749,
Runtime unhalted [s],0.0289,
Clock [MHz],3790.0072,
CPI,1.0329,
L2 request rate,0.2030,
L2 miss rate,0.0417,
L2 miss ratio,0.2054,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407994259 GHz,
TABLE,Region MinimosQuadrados,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],3.308679,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,24015610000
CPU_CLK_UNHALTED_CORE,FIXC1,12493920000
CPU_CLK_UNHALTED_REF,FIXC2,11239060000
L2_TRANS_ALL_REQUESTS,PMC0,121022700
L2_RQSTS_MISS,PMC1,11077440
TABLE,Region MinimosQuadrados,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],3.3087,
Runtime unhalted [s],3.6661,
Clock [MHz],3788.5026,
CPI,0.5202,
L2 request rate,0.0050,
L2 miss rate,0.0005,
L2 miss ratio,0.0915,
