STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407956667 GHz,
TABLE,Region InterpoladorSL,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000128,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,995575
CPU_CLK_UNHALTED_CORE,FIXC1,401063
CPU_CLK_UNHALTED_REF,FIXC2,360964
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,49366
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,80170
TABLE,Region InterpoladorSL,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0001,
Clock [MHz],3786.5419,
CPI,0.4028,
DP MFLOP/s,2886.2491,
AVX DP MFLOP/s,2501.2090,
Packed MUOPS/s,625.3022,
Scalar MUOPS/s,385.0402,
Vectorization ratio,61.8901,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407956667 GHz,
TABLE,Region InterpoladorNewton,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000027,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,40970
CPU_CLK_UNHALTED_CORE,FIXC1,67122
CPU_CLK_UNHALTED_REF,FIXC2,60350
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,1340
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,2694
TABLE,Region InterpoladorNewton,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],2.749499e-05,
Runtime unhalted [s],1.969567e-05,
Clock [MHz],3790.3706,
CPI,1.6383,
DP MFLOP/s,440.6621,
AVX DP MFLOP/s,391.9259,
Packed MUOPS/s,97.9815,
Scalar MUOPS/s,48.7362,
Vectorization ratio,66.7824,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407956667 GHz,
TABLE,Region MinimosQuadrados,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000447,
call count,2,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,2944627
CPU_CLK_UNHALTED_CORE,FIXC1,1674767
CPU_CLK_UNHALTED_REF,FIXC2,1505768
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,691156
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region MinimosQuadrados,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0004,
Runtime unhalted [s],0.0005,
Clock [MHz],3790.4467,
CPI,0.5688,
DP MFLOP/s,1544.9187,
AVX DP MFLOP/s,0,
Packed MUOPS/s,0,
Scalar MUOPS/s,1544.9187,
Vectorization ratio,0,
